ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Bacteria	Type_of_Protein2
WP_017805198	-	-	-	-	-	-	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	8345.01	8.0125	0.357	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.561975	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017805200	223898	RpsU	Ribosomal_protein_S21_[Translation,_ribosomal_structure_and_biogenesis].	58.209	9.03e-16	62	COG0828	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10670078	80.282	7.29e-36	114	Essential	8503.86	11.6849	0.979	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S21_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.421904	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805218	224093	AraH	Ribose/xylose/arabinose/galactoside_ABC-type_transport_system,_permease_component_[Carbohydrate_transport_and_metabolism].	50.305	4.43e-96	284	COG1172	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	TM	6	0	5	0	10	0	DEG10560789	36.934	1.13e-36	134	Essential	35885.46	9.668	0.141	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	sugar_ABC_transporter_permease_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.499971	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017805221	225602	MetJ	Transcriptional_regulator_of_met_regulon_[Transcription,_Amino_acid_transport_and_metabolism].	85.714	9.13e-77	218	COG3060	KE	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10600290	85.714	1.58e-64	189	Essential	12303.02	6.0936	0.656	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	met_regulon_transcriptional_regulator_MetJ_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.393465	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805227	223169	RplV	Ribosomal_protein_L22_[Translation,_ribosomal_structure_and_biogenesis].	70	3.36e-56	167	COG0091	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680077	51.376	1.56e-29	103	Essential	12238.26	10.8571	0.757	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L22_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.276662	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805228	223170	RpsC	Ribosomal_protein_S3_[Translation,_ribosomal_structure_and_biogenesis].	63.043	7.46e-117	330	COG0092	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680078	44.762	3.15e-54	174	Essential	25662.85	11.0918	0.486	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026007.2	29.379	9.06e-07	50.1	Gallus gallus	Host Homologue	30S_ribosomal_protein_S3_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.298794	Non-Adhesin	ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805229	223275	RplP	Ribosomal_protein_L16/L10AE_[Translation,_ribosomal_structure_and_biogenesis].	61.765	1.31e-61	183	COG0197	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060129	44.882	2.79e-33	113	Essential	15187.02	11.81	0.902	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_426396.6	31.034	1.44e-08	53.1	Gallus gallus	Host Homologue	50S_ribosomal_protein_L16_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.467662	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805230	223333	RpmC	Ribosomal_protein_L29_[Translation,_ribosomal_structure_and_biogenesis].	54.839	1.79e-19	70.8	COG0255	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050273	90.476	2.66e-35	112	Essential	7162.3	10.4867	0.681	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L29_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.425665	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805231	223264	RpsQ	Ribosomal_protein_S17_[Translation,_ribosomal_structure_and_biogenesis].	57.143	5.8e-34	108	COG0186	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10520133	59.259	4.15e-31	103	Essential	9688.34	10.5859	0.71	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S17_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.238865	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805275	223769	RhaT	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily_[Carbohydrate_transport_and_metabolism,_Amino_acid_transport_and_metabolism,_General_function_prediction_only].	27.946	1.6e-22	91.9	COG0697	GER	G	CCFCFC	Carbohydrate_transport_and_metabolism	TM	6	0	5	0	10	0	-	-	-	-	Non Essential	32759.56	9.5952	0.164	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DMT_family_transporter_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.599701	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017805299	223424	GlnK	Nitrogen_regulatory_protein_PII_[Signal_transduction_mechanisms,_Amino_acid_transport_and_metabolism].	75	4.94e-61	179	COG0347	TE	T	FCFCAC	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10400081	64.286	7.02e-47	145	Essential	12661.67	4.6674	0.851	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	nitrogen_regulatory_protein_P-II_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.221584	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805350	227692	HslV	ATP-dependent_protease_HslVU_(ClpYQ),_peptidase_subunit_[Posttranslational_modification,_protein_turnover,_chaperones].	78.035	1.62e-112	314	COG5405	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10310083	59.195	1.13e-73	218	Essential	18964.82	7.1691	0.377	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_ATP-dependent_protease_subunit_HslV_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.336584	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805372	223268	FolD	5,10-methylene-tetrahydrofolate_dehydrogenase/Methenyl_tetrahydrofolate_cyclohydrolase_[Coenzyme_transport_and_metabolism].	59.286	3.4e-162	449	COG0190	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680009	35.102	3.55e-33	122	Essential	32223.56	8.0432	0.23	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_004941143.2	37.847	1.27e-57	188	Gallus gallus	Host Homologue	bifunctional_methylenetetrahydrofolate_dehydrogenase/methenyltetrahydrofolate_cyclohydrolase_FolD_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.334391	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805394	225626	YihD	Uncharacterized_protein_YihD,_DUF1040_family_[Function_unknown].	70.455	2.23e-54	160	COG3084	S	S	CCCCCC	Function_unknown	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10174.76	4.8551	0.844	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YihD_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.250594	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805402	223346	RpsT	Ribosomal_protein_S20_[Translation,_ribosomal_structure_and_biogenesis].	64.368	5.65e-25	86.6	COG0268	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10510405	63.218	6.48e-31	103	Essential	9666.43	11.5043	0.972	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S20_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.437711	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805427	223300	RplL	Ribosomal_protein_L7/L12_[Translation,_ribosomal_structure_and_biogenesis].	64.516	1.72e-32	108	COG0222	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10450224	60.833	9.21e-29	100	Essential	12390.22	4.2985	0.929	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L7/L12_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.468571	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805428	223322	RplJ	Ribosomal_protein_L10_[Translation,_ribosomal_structure_and_biogenesis].	50.61	2.29e-57	174	COG0244	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10640144	36.806	1.43e-27	100	Essential	17557.27	7.9964	0.604	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L10_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.335206	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805430	223158	RplK	Ribosomal_protein_L11_[Translation,_ribosomal_structure_and_biogenesis].	70.213	1.7e-77	223	COG0080	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060063	41.958	5.09e-28	100	Essential	14906.48	10.4108	0.272	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L11_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.565443	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805431	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	9309.67	9.9995	0.282	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.417367	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805436	223128	TufB	Translation_elongation_factor_EF-Tu,_a_GTPase_[Translation,_ribosomal_structure_and_biogenesis].	86.041	0	774	COG0050	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050236	26.81	1.34e-25	108	Essential	43371.39	5.1286	0.693	< 8	< 50 kDa	VFG016488(gb|WP_011284269)	67.513	0	556	Probable Virulence Factor	NP_001129149.1	27.523	6.97e-28	117	Gallus gallus	Host Homologue	elongation_factor_Tu_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.283653	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805438	223126	RpsL	Ribosomal_protein_S12_[Translation,_ribosomal_structure_and_biogenesis].	76.423	1.8e-73	212	COG0048	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10680124	65.693	2.29e-49	153	Essential	13793.17	11.3677	0.913	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_001233807.3	51.351	1.96e-29	104	Gallus gallus	Host Homologue	30S_ribosomal_protein_S12_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.281043	Non-Adhesin	ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805451	223738	ANKYR	Ankyrin_repeat_[Signal_transduction_mechanisms].	30.952	4.46e-14	65.6	COG0666	T	T	FCFCAC	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10560267	52.174	1.62e-65	199	Essential	21735.84	4.6789	0.721	< 8	< 50 kDa	VFG041423(gb|WP_158300522)	29.412	2.16e-08	53.1	Probable Virulence Factor	XP_046792362.1	30.46	1.04e-06	50.1	Gallus gallus	Host Homologue	MULTISPECIES:_ankyrin_repeat_domain-containing_protein_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.413311	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805477	224677	MobB	Molybdopterin-guanine_dinucleotide_biosynthesis_protein_[Coenzyme_transport_and_metabolism].	48.447	4.45e-68	201	COG1763	H	H	DCDCFC	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050308	69.512	6.59e-81	236	Essential	19394.5	6.9782	0.457	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	molybdopterin-guanine_dinucleotide_biosynthesis_protein_MobB_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.47421	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805482	225489	SdhE	Succinate_dehydrogenase_flavin-adding_protein,_antitoxin_component_of_the_CptAB_toxin-antitoxin_module_[Posttranslational_modification,_protein_turnover,_chaperones].	42.308	9.75e-31	100	COG2938	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10120255	36.207	6.25e-10	50.4	Essential	9939.4	5.0344	0.941	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	succinate_dehydrogenase_assembly_factor_2_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.385011	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805492	223847	HimA	Bacterial_nucleoid_DNA-binding_protein_[Replication,_recombination_and_repair].	58.889	6.31e-41	126	COG0776	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10210064	64.045	1.14e-29	100	Essential	9331.83	10.7132	0.474	> 8	< 50 kDa	VFG043551(gb|WP_010908478)	37.079	4.01e-12	58.9	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_HU_family_DNA-binding_protein_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.560682	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805496	223857	GltS	Na+/glutamate_symporter_[Amino_acid_transport_and_metabolism].	56.777	3.59e-165	466	COG0786	E	E	DCFCFC	Amino_acid_transport_and_metabolism	TM	5	0	6	0	10	0	-	-	-	-	Non Essential	43600.78	7.7456	0.378	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	sodium/glutamate_symporter_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.470921	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017805503	225119	NqrE	Na+-transporting_NADH:ubiquinone_oxidoreductase,_subunit_NqrE__[Energy_production_and_conversion].	86.869	2.29e-109	308	COG2209	C	C	BCFCFC	Energy_production_and_conversion	TM	3	0	4	0	6	0	DEG10390212	41.837	5.56e-48	154	Essential	21309.67	6.4501	0.41	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NADH:ubiquinone_reductase_(Na(+)-transporting)_subunit_E_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.404106	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017805504	224266	NqrD	Na+-transporting_NADH:ubiquinone_oxidoreductase,_subunit_NqrD__[Energy_production_and_conversion].	79.612	6.92e-124	345	COG1347	C	C	BCFCFC	Energy_production_and_conversion	TM	4	0	3	0	6	0	DEG10320143	35.294	6.17e-31	112	Essential	22339.69	8.4749	0.221	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_NADH:ubiquinone_reductase_(Na(+)-transporting)_subunit_D_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.374052	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_017805508	223349	BolA	Stress-induced_morphogen_(activity_unknown)_[Signal_transduction_mechanisms].	52.874	1.45e-33	108	COG0271	KT	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10050076	59.551	8.9e-35	114	Essential	11749.35	7.1857	0.476	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015128796.2	30.769	9.06e-16	68.9	Gallus gallus	Host Homologue	BolA/IbaG_family_iron-sulfur_metabolism_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.421228	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805523	223596	RpsD	Ribosomal_protein_S4_or_related_protein_[Translation,_ribosomal_structure_and_biogenesis].	62.981	1.82e-92	266	COG0522	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10280132	41.232	3.28e-38	130	Essential	23421.07	10.6758	0.507	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	30S_ribosomal_protein_S4_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.2582	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805524	223177	RpsM	Ribosomal_protein_S13_[Translation,_ribosomal_structure_and_biogenesis].	66.387	3.79e-62	182	COG0099	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400555	55.556	4.93e-32	108	Essential	13315.61	11.3075	0.884	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_30S_ribosomal_protein_S13_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.392858	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805527	224754	RpmD	Ribosomal_protein_L30/L7E_[Translation,_ribosomal_structure_and_biogenesis].	56.364	9.31e-22	76	COG1841	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10050283	94.915	3.26e-36	114	Essential	6682.98	11.6157	0.886	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L30_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.330391	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805528	223176	RpsE	Ribosomal_protein_S5_[Translation,_ribosomal_structure_and_biogenesis].	59.756	5.5e-85	244	COG0098	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10400559	40.373	4.04e-39	130	Essential	17445.28	10.9398	0.198	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264093.1	29.333	1.17e-10	60.1	Gallus gallus	Host Homologue	30S_ribosomal_protein_S5_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.440652	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805529	223334	RplR	Ribosomal_protein_L18_[Translation,_ribosomal_structure_and_biogenesis].	58.163	6.62e-43	134	COG0256	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10460155	56.701	1.52e-30	104	Essential	12840.79	11.0652	0.751	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L18_[Avibacterium]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.245962	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805530	223175	RplF	Ribosomal_protein_L6P/L9E_[Translation,_ribosomal_structure_and_biogenesis].	54.802	2.26e-86	248	COG0097	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10060137	39.888	1.98e-38	129	Essential	18845.72	10.3704	0.239	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	50S_ribosomal_protein_L6_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.358882	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805531	223174	RpsH	Ribosomal_protein_S8_[Translation,_ribosomal_structure_and_biogenesis].	57.576	6.46e-67	195	COG0096	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10500298	41.085	3.29e-29	102	Essential	14061.52	9.9742	0.148	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	30S_ribosomal_protein_S8_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.331665	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805532	223277	RpsN	Ribosomal_protein_S14_[Translation,_ribosomal_structure_and_biogenesis].	65.574	2.51e-27	92.3	COG0199	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10340468	51.485	5.87e-31	104	Essential	11665.65	11.7677	0.921	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001264478.2	41.935	2.21e-15	67.8	Gallus gallus	Host Homologue	30S_ribosomal_protein_S14_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.37209	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805535	223171	RplN	Ribosomal_protein_L14_[Translation,_ribosomal_structure_and_biogenesis].	74.797	1.22e-72	209	COG0093	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10140231	54.472	3.06e-41	132	Essential	13486.93	10.8644	0.431	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001308528.1	40	3.32e-12	60.8	Gallus gallus	Host Homologue	MULTISPECIES:_50S_ribosomal_protein_L14_[Pasteurellaceae]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.294985	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_017805538	-	-	-	-	-	-	-	-	-	-	-	GLOB	1	0	0	0	0	0	DEG10180322	28.261	6.97e-15	66.2	Essential	15675.79	4.6033	0.839	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	universal_stress_protein_UspA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.297841	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
