ID	Host	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host_Homologue_Result_All	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Description	Strain	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results	SubcellularLocalization	Bacteria	Genus	Gram_Stain	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
AgProtect_1646	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG010389(gb|WP_011557702)	38.214	1.77E-44	159	Probable Virulence Factor	COG1463	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	-	-	-	-	Non Essential	47786.45	4.9477	0.252	< 8	< 50 kDa	|tr|Q79FZ9|Q79FZ9_MYCTU_Mce-family_protein_Mce1A_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=mce1A_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1647	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	VFG008997(gb|WP_011725130)	38.462	0.0000000681	50.4	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	DEG10270346	55.128	0.000000298	52	Essential	48608.11	4.1514	0.274	< 8	< 50 kDa	|sp|Q79G04|PE03_MYCTU_PE_family_protein_PE3_OS=Mycobacterium_tuberculosis_(strain_ATCC_25618_/_H37Rv)_OX=83332_GN=PE3_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1648	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4122	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	38485.53	9.5297	0.269	> 8	< 50 kDa	|tr|Q7APW0|Q7APW0_MYCLE_Putative_membrane_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML2347_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1649	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	13157.02	6.6944	0.391	< 8	< 50 kDa	|tr|Q7AQ56|Q7AQ56_MYCLE_Raptor_N_domain-containing_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1420_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_165	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0768	DM	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	1	0	1	0	1	0	DEG10400156	25.905	1.13E-21	100	Essential	124181.25	7.0004	0.407	< 8	> 100 kDa	YP_219481.1_penicillin-binding_protein_[Chlamydophila_abortus_S26/3]	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Chlamydophila_abortus	Chlamydophila	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1650	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	VFG043139(gb|WP_005478021)	39.444	1.76E-25	111	Probable Virulence Factor	COG5001	T	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10410169	29.801	4.22E-26	112	Essential	61001.07	5.1478	0.594	< 8	50-100 kDa	|tr|Q7AQ57|Q7AQ57_MYCLE_Possible_regulatory_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1419_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1651	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	VFG016516(gb|WP_011386956)	30.12	1.8E-31	117	Probable Virulence Factor	COG1189	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10080196	32.51	6.36E-35	125	Essential	28203.46	5.8606	0.363	< 8	< 50 kDa	|tr|Q7AQ61|Q7AQ61_MYCLE_Cytotoxin/hemolysin_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=tlyA_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1652	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2124	QV	Q	METABOLISM	Secondary_metabolites_biosynthesis,_transport_and_catabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14730.66	10.4565	0.195	> 8	< 50 kDa	|tr|Q7AQ87|Q7AQ87_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1189_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1653	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	VFG050291(gb|WP_014302131)	34.402	8.8E-49	167	Probable Virulence Factor	COG0791	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10250423	68.052	1.48E-153	437	Essential	38768.23	9.125	0.213	> 8	< 50 kDa	|tr|Q7AQE3|Q7AQE3_MYCLE_Putative_secreted_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML0885_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1654	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2226	HJ	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	25899.22	5.7747	0.506	< 8	< 50 kDa	|tr|Q7AQJ8|Q7AQJ8_MYCLE_Methyltransf_11_domain-containing_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML0308_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_1655	Homo_sapiens	-	-	-	-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	185672.99	4.7481	0.385	< 8	> 100 kDa	|tr|Q7MTE2|Q7MTE2_PORGI_Hemagglutinin_protein_HagE_OS=Porphyromonas_gingivalis_(strain_ATCC_BAA-308_/_W83)_OX=242619_GN=hagE_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Porphyromonas_gingivalis	Porphyromonas	Negative	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1656	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4764	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	24719.84	10.5315	0.484	> 8	< 50 kDa	|tr|Q83A45|Q83A45_COXBU_Hypothetical_exported_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_2065_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Coxiella_burnetii	Coxiella	Negative	Inside the cell	LIPO	-	Unknown	NON-ANTIGEN
AgProtect_1657	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;NP_001139541.1;-	-;-;30.469;-	-;-;2.55e-06;-	-;-;52;-	Host Homologue and Non Host Homologue, depending on the Host	VFG044123(gb|WP_010930940)	27.298	8.86E-29	116	Probable Virulence Factor	COG2814	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	7	0	6	0	12	0	DEG10050443	25.641	1.22E-33	129	Essential	44554.83	10.467	0.253	> 8	< 50 kDa	|tr|Q83AD7|Q83AD7_COXBU_Bcr/CflA_family_efflux_transporter_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1967_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1658	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	NP_777109.1;XP_017895106.1;NP_004037.1;XP_004020569.1	56.751;56.751;56.751;56.751	0;0;0;0	569;569;567;569	Host Homologue	VFG041507(gb|WP_004155347)	25.978	1.91E-23	102	Probable Virulence Factor	COG0056	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10400598	25.654	6.11E-23	101	Essential	56844.17	5.9517	0.467	< 8	50-100 kDa	|sp|Q83AF7|ATPA_COXBU_ATP_synthase_subunit_alpha_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=atpA_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1659	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	24750.82	9.4761	0.326	> 8	< 50 kDa	|tr|Q83AL4|Q83AL4_COXBU_Hypothetical_exported_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1869_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Coxiella_burnetii	Coxiella	Negative	Unknown	SP	-	Unknown	NON-ANTIGEN
AgProtect_166	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	8958.46	8.0868	0.0659999999999999	> 8	< 50 kDa	YP_219609.1_outer_membrane_lipoprotein_[Chlamydophila_abortus_S26/3]	Experimental_Antigens	0	95	0	1	-	Unknown	Chlamydophila_abortus	Chlamydophila	Negative	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_1660	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2246	I	I	METABOLISM	Lipid_transport_and_metabolism	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	17560.17	10.4318	0.738	> 8	< 50 kDa	|tr|Q83AN0|Q83AN0_COXBU_GtrA_family_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1853_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1661	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG049054(gb|WP_004852435)	26.087	0.0000000253	55.8	Probable Virulence Factor	COG1232	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	52210.27	8.3176	0.314	> 8	50-100 kDa	|tr|Q83AP6|Q83AP6_COXBU_Protoporphyrinogen_oxidase_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1835_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1662	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	NP_803451.1;XP_017893798.1;NP_000472.2;XP_027813437.1	34.409;34.677;34.316;34.677	4.74e-49;4.35e-50;4.29e-51;9.38e-50	171;173;177;173	Host Homologue	-	-	-	-	Non Virulence Factor	COG0404	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270396	34.254	5.27E-56	187	Essential	40294.19	7.0668	0.416	< 8	< 50 kDa	|sp|Q83B06|GCST_COXBU_Aminomethyltransferase_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=gcvT_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1663	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	NP_001030260.1;XP_017919653.1;NP_077284.2;XP_027831118.1	32.258;32.661;33.468;32.661	2.3e-38;4.23e-38;1.37e-40;8.29e-38	135;136;142;136	Host Homologue	VFG050143(gb|WP_001972439)	31.301	3.58E-26	102	Probable Virulence Factor	COG4221	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10600182	33.043	1.5E-26	102	Essential	28265.59	8.1344	0.298	> 8	< 50 kDa	|tr|Q83BJ5|Q83BJ5_COXBU_Short_chain_dehydrogenase_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1513_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1664	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1974	KT	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10561106	26	0.0000000236	52	Essential	24285.87	7.2773	0.261	< 8	< 50 kDa	|sp|Q83BT6|Y1416_COXBU_Uncharacterized_HTH-type_transcriptional_regulator_CBU_1416_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1416_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Coxiella_burnetii	Coxiella	Negative	Unknown	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1665	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	NP_001068750.1;XP_017909457.1;NP_001924.2;XP_004010842.3	40;40;54.077;40	1.31e-98;5.56e-99;2.84e-85;1.09e-98	302;303;269;303	Host Homologue	-	-	-	-	Non Virulence Factor	COG0508	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10060225	28.934	3.71E-42	151	Essential	45879.81	5.2978	0.617	< 8	< 50 kDa	|tr|Q83BU7|Q83BU7_COXBU_Dihydrolipoyllysine-residue_succinyltransferase_component_of_2-oxoglutarate_dehydrogenase_complex_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=sucB_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1666	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG3637	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	BETA	0	5	4	8	0	1	-	-	-	-	Non Essential	26253.76	9.9884	0.036	> 8	< 50 kDa	|sp|Q83C69|Y1260_COXBU_Uncharacterized_protein_CBU_1260_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1260_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Coxiella_burnetii	Coxiella	Negative	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_1667	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG039447(gb|WP_012569937)	98.477	8.16E-143	395	Probable Virulence Factor	cl19507	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	21828.12	10.7396	0.427	> 8	< 50 kDa	|tr|Q83CA7|Q83CA7_COXBU_Hypothetical_membrane_spanning_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1221_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Coxiella_burnetii	Coxiella	Negative	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_1668	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG3034	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	26318.48	10.0996	0.152	> 8	< 50 kDa	|tr|Q83CG1|Q83CG1_COXBU_Hypothetical_exported_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_1157_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Coxiella_burnetii	Coxiella	Negative	Inside the cell	LIPO	-	Unknown	ANTIGEN
AgProtect_1669	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1862	U	U	CELLULAR_PROCESSES_AND_SIGNALING	Intracellular_trafficking,_secretion,_and_vesicular_transport	SP+TM	1	0	1	0	1	1	DEG10240151	52.273	8.85E-31	105	Essential	12524.86	10.0952	0.142	> 8	< 50 kDa	|tr|Q83CH2|Q83CH2_COXBU_Sec_translocon_accessory_complex_subunit_YajC_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=yajC_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_167	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1164	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10680103	27.345	1.09E-39	153	Essential	69543.72	6.3248	0.48	< 8	50-100 kDa	YP_220010.1_peptidase_[Chlamydophila_abortus_S26/3]	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Chlamydophila_abortus	Chlamydophila	Negative	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1670	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	NP_001258919.1;XP_017919555.1;NP_849158.2;XP_004013390.2	34.579;34.579;34.579;34.579	1.12e-11;8.25e-12;1.46e-09;1.62e-11	62.4;62;57.8;62	Host Homologue	VFG040771(gb|WP_011476870)	44.526	2.72E-32	114	Probable Virulence Factor	COG1502	I	I	METABOLISM	Lipid_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	20235.46	10.0912	0.5	> 8	< 50 kDa	|tr|Q83CY3|Q83CY3_COXBU_Phospholipase_D_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_0968_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Coxiella_burnetii	Coxiella	Negative	Unknown	SP	-	Unknown	NON-ANTIGEN
AgProtect_1671	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG038503(gb|WP_005352766)	41.818	0.000000544	50.8	Probable Virulence Factor	-	-	-	-	-	SP+TM	1	0	1	0	1	1	-	-	-	-	Non Essential	34369.65	5.0304	0.254	< 8	< 50 kDa	|tr|Q83D52|Q83D52_COXBU_Hypothetical_exported_membrane_associated_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_0891_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Coxiella_burnetii	Coxiella	Negative	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1672	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG039378(gb|WP_005768937)	92.982	0	637	Probable Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	53142.45	7.839	0.162	< 8	50-100 kDa	|tr|Q83DE4|Q83DE4_COXBU_Uncharacterized_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_0794_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1673	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG005552(gb|WP_011837486)	28.5	8.2E-37	139	Probable Virulence Factor	COG0544	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10580051	30.263	2.49E-41	151	Essential	50246.8	5.0539	0.754	< 8	50-100 kDa	|sp|Q83DJ3|TIG_COXBU_Trigger_factor_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=tig_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_1674	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG4575	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10419.17	10.8085	0.626	> 8	< 50 kDa	|tr|Q83DK8|Q83DK8_COXBU_Hypothetical_membrane_associated_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=CBU_0718_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Coxiella_burnetii	Coxiella	Negative	Unknown	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_1675	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2825	MO	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10560054	25.85	7.81E-11	56.6	Essential	18823.85	10.4491	0.46	> 8	< 50 kDa	|tr|Q83DT1|Q83DT1_COXBU_Outer_membrane_protein_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=ompH_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Coxiella_burnetii	Coxiella	Negative	Inside the cell	SP	-	Unknown	ANTIGEN
AgProtect_1676	Bos_taurus;Capra_aegagrus_hircus;Homo_sapiens;Ovis_orientalis_aries	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG1704	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	1	0	1	0	1	0	DEG10390205	31.792	3.56E-21	86.3	Essential	24749.64	9.4499	0.262	> 8	< 50 kDa	|tr|Q83DZ3|Q83DZ3_COXBU_LemA_OS=Coxiella_burnetii_(strain_RSA_493_/_Nine_Mile_phase_I)_OX=227377_GN=lemA_PE=3_SV=2	Experimental_Antigens	0	95	0	1	-	Unknown	Coxiella_burnetii	Coxiella	Negative	Unknown	OTHER	-	Unknown	ANTIGEN
